"_id","sens_accx","sens_accy","sens_accz","Timestamp","sens_vbattery","Duplicato","sens_longitude","Frequency","sens_latitude","Spreading_Factor","Dev_EUI","RSSI","Channel","GW","Data","sens_time","sens_temperature","sens_altitude","sens_speed"
"""58a2e1421bbe3926f82e1f26""","0","109.5","0","14-02-2017 11:51:46","0.05",false,10.21537,868.5,45.51979,7,"001bc50670101631",-89,2,,,,,,
"""58a2e1e41bbe3922acd6dedd""",,,,"14-02-2017 11:54:28",,,,,,,"0018b20000000c26",,,,,,,,
"""58a2e1e81bbe3922acd6dede""",,,,"14-02-2017 11:54:32",,,,,,,"0018b20000000c26",,,"[{""rssi"":-255,""mac"":""001bc50670200001"",""snr"":8.5},{""rssi"":-255,""mac"":""aa555a00004a05ef"",""snr"":-6.5}]",,,,,
"""58a2e1ee1bbe3922acd6dedf""",,,,"14-02-2017 11:54:38",,false,,867.5,,12,"0018b20000000c26",-92,5,,"8e1800001048",,,,
"""58a2e1ee1bbe3922acd6dee0""",,,,"14-02-2017 11:54:38",,,,,,,"0018b20000000c26",,,"[{""rssi"":-92,""mac"":""001bc50670200001"",""snr"":7.5},{""rssi"":-117,""mac"":""aa555a00004a05ef"",""snr"":-4.7},{""rssi"":-121,""mac"":""001bc50670200049"",""snr"":-14.2}]",,,,,
"""58a2e1f51bbe3922acd6dee1""","0","87.6","0","14-02-2017 11:54:45","0.07",false,10.21535,867.9,45.51979,7,"001bc50670101631",-88,7,,,,,,
"""58a2e1f51bbe3922acd6dee2""",,,,"14-02-2017 11:54:45",,,,,,,"001bc50670101631",,,"[{""rssi"":-88,""mac"":""001bc50670200001"",""snr"":9.7},{""rssi"":-120,""mac"":""aa555a00004a05ef"",""snr"":-3}]",,,,,
"""58a2e2bd1bbe392498ad57e8""",,,,"14-02-2017 11:58:05",,,,,,,"0018b20000000c26",,,,,,,,
"""58a2e2c71bbe392498ad57e9""",,,,"14-02-2017 11:58:15",,false,,867.3,,12,"0018b20000000c26",-95,4,,"8e1900001048",,,,
"""58a2fbf91bbe3925d4bd7af0""","0","127.8","0","14-02-2017 13:45:45","654.37",false,10.21523,867.7,45.51969,7,"001bc50670101631",-85,6,,,"1487076344000",,,
"""58a2fe151bbe3914141bcfcf""","0","88.9","0","14-02-2017 13:54:45","654.36",false,10.21526,867.5,45.51963,7,"001bc50670101631",-88,5,,,"1487076884000",,,
"""58a2fec91bbe390888bfe2a2""","0","129.5","0","14-02-2017 13:57:45","654.36",false,10.21524,867.5,45.51965,7,"001bc50670101631",-89,5,,,,"0.01",,
"""58a307ed1bbe3922c851b1d7""","-1.01","0.02","-0.08","14-02-2017 14:36:45","3.88",false,10.21526,867.5,45.51939,7,"001bc50670101631",-83,5,,,,"-2.56",132.8,"0.02"
"""58a308a01bbe3922c851b1d8""","-1.02","0.03","-0.09","14-02-2017 14:39:44","3.91",false,10.21527,867.9,45.51959,7,"001bc50670101631",-84,7,,,,"-2.56",133.5,"0.01"
"""58a309541bbe3922c851b1d9""","-1.01","0.03","-0.08","14-02-2017 14:42:44","3.87",false,10.21518,867.9,45.51966,7,"001bc50670101631",-88,7,,,,"-2.56",152.6,"0.06"
"""58a30a081bbe3922c851b1da""","-0.99","0.01","-0.09","14-02-2017 14:45:44","3.91",false,10.21516,868.5,45.51977,7,"001bc50670101631",-89,2,,,,"-3.2",131,"0.05"
"""58a30abd1bbe3922c851b1db""","-1","0.02","-0.1","14-02-2017 14:48:45","3.91",false,10.2153,867.5,45.5196,7,"001bc50670101631",-87,5,,,,"-2.56",128.3,"0.02"
"""58a31d051bbe3928702ba265""","0.35","0.55","0.05","14-02-2017 16:06:45","3.89",false,10.21531,868.5,45.5197,7,"001bc50670101631",-96,2,,,,"20.48",126.8,"0.74"
"""58a31db81bbe3928702ba266""","0.02","0.99","-0.02","14-02-2017 16:09:44","3.75",false,10.21531,868.1,45.5197,7,"001bc50670101631",-91,0,,,,"41.6",126.8,"0.74"
"""58a31e6c1bbe3928702ba267""","0","0.02","0.98","14-02-2017 16:12:44","3.76",false,10.21531,868.3,45.5197,7,"001bc50670101631",-112,1,,,,"48",126.8,"0.74"
"""58a31f201bbe3928702ba268""","0","0.01","0.96","14-02-2017 16:15:44","3.96",false,10.21531,868.3,45.5197,7,"001bc50670101631",-119,1,,,,"53.12",126.8,"0.74"
"""58a31fd41bbe3928702ba269""","0","0.01","0.96","14-02-2017 16:18:44","4.02",false,10.21531,867.3,45.5197,7,"001bc50670101631",-119,4,,,,"56.32",126.8,"0.74"
"""58a320611bbe3928702ba26a""",,,,"14-02-2017 16:21:05",,,,,,,"001bc50670101631",,,,,,,,
"""58a3211f1bbe3928702ba26b""","-0.12","0.1","0.96","14-02-2017 16:24:15","4.01",false,0,867.1,0,12,"001bc50670101631",-104,3,,,,"59.52",0,"0"
"""58a321d31bbe3928702ba26c""","-0.14","0.1","0.95","14-02-2017 16:27:15","4.03",false,0,867.1,0,12,"001bc50670101631",-107,3,,,,"63.36",0,"0"
"""58a322871bbe3928702ba26d""","-0.14","0.1","0.95","14-02-2017 16:30:15","4.08",false,0,868.1,0,12,"001bc50670101631",-99,0,,,,"64",0,"0"
"""58a3233b1bbe3928702ba26e""","-0.13","0.1","0.96","14-02-2017 16:33:15","4.1",false,0,867.1,0,12,"001bc50670101631",-104,3,,,,"65.92",0,"0"
"""58a323ef1bbe3928702ba26f""","-0.14","0.1","0.96","14-02-2017 16:36:15","4.13",false,0,868.1,0,12,"001bc50670101631",-100,0,,,,"66.56",0,"0"
"""58a324a21bbe3928702ba270""","-0.13","0.09","0.95","14-02-2017 16:39:14","3.94",false,0,867.1,0,12,"001bc50670101631",-114,3,,,,"67.2",0,"0"
"""58a325541bbe3928702ba271""","-0.13","0.1","0.95","14-02-2017 16:42:12","4.13",false,0,868.5,0,7,"001bc50670101631",-101,2,,,,"66.56",0,"0"
"""58a326081bbe3928702ba272""","-0.13","0.09","0.96","14-02-2017 16:45:12","3.98",false,0,867.1,0,7,"001bc50670101631",-108,3,,,,"65.28",0,"0"
"""58a459ce0b85524ee84eb0b6""","-0.98","0.04","-0.05","15-02-2017 14:38:22","4.05",false,9.22225,867.9,45.44812,11,"001bc5067010162d",-120,7,,,,"21.12",119.4,"0.19"
"""58a45a820b85524ee84eb0b7""","-0.98","0.01","-0.05","15-02-2017 14:41:22","3.88",false,9.22213,868.1,45.4481,11,"001bc5067010162d",-119,0,,,,"21.12",94.5,"0.62"
"""58a45b380b85524ee84eb0b8""","-0.98","0.01","-0.05","15-02-2017 14:44:24","4.05",false,9.22225,867.7,45.44801,12,"001bc5067010162d",-119,6,,,,"22.4",118.5,"0.33"
"""58a45bea0b85524ee84eb0b9""","-0.98","0.02","-0.06","15-02-2017 14:47:22","4.04",false,9.22222,868.1,45.4482,11,"001bc5067010162d",-119,0,,,,"20.48",128.4,"0.04"
"""58a45ceb0b85524ee84eb0ba""",,,,"15-02-2017 14:51:39",,,,,,,"001bc5067010163e",,,,,,,,
"""58a45d480b85524ee84eb0bb""",,,,"15-02-2017 14:53:12",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45d510b85524ee84eb0bc""",,,,"15-02-2017 14:53:21",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45d520b85524ee84eb0bd""","0.32","0.97","0.12","15-02-2017 14:53:22","4.04",false,9.22229,868.1,45.44805,11,"001bc5067010162d",-109,0,,,,"21.12",111.7,"0.36"
"""58a45d5c0b85524ee84eb0be""",,,,"15-02-2017 14:53:32",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45d690b85524ee84eb0bf""",,,,"15-02-2017 14:53:45",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45d710b85524ee84eb0c0""",,,,"15-02-2017 14:53:53",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45d8b0b85524ee84eb0c1""",,,,"15-02-2017 14:54:19",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45da00b85524ee84eb0c2""",,,,"15-02-2017 14:54:40",,,,,,,"001bc5067010164f",,,,,,,,
"""58a45da30b85524ee84eb0c3""",,,,"15-02-2017 14:54:43",,,,,,,"001bc5067010162d",,,,,,,,
"""58a45dad0b85524ee84eb0c4""",,,,"15-02-2017 14:54:53",,,,,,,"001bc5067010162d",,,,,,,,
"""58a45e5e0b85524ee84eb0c5""","-0.02","0","1","15-02-2017 14:57:50","4.16",false,0,867.5,0,12,"001bc5067010164f",-107,5,,,,"10.24",0,"0"
"""58a45f110b85524ee84eb0c6""","-0.01","0.02","0.99","15-02-2017 15:00:49","4.11",false,9.22214,867.7,45.448,12,"001bc5067010164f",-118,6,,,,"12.8",100.9,"0.05"
"""58a45fc50b85524ee84eb0c7""","-0.02","0.02","1","15-02-2017 15:03:49","4.11",false,9.22221,867.7,45.44816,12,"001bc5067010164f",-120,6,,,,"12.8",116.7,"0.12"
"""58a460790b85524ee84eb0c8""","-0.02","0.02","1","15-02-2017 15:06:49","4.11",false,9.22226,867.3,45.44799,12,"001bc5067010164f",-107,4,,,,"15.36",117.7,"0.08"
"""58a4612d0b85524ee84eb0c9""","-0.02","0.03","0.99","15-02-2017 15:09:49","4.15",false,9.22226,868.3,45.44798,12,"001bc5067010164f",-109,1,,,,"15.36",116.5,"0.01"
"""58a461e10b85524ee84eb0ca""","-0.01","0.02","0.99","15-02-2017 15:12:49","4.15",false,9.22239,867.5,45.44792,12,"001bc5067010164f",-109,5,,,,"15.36",131.8,"0.59"
"""58a462950b85524ee84eb0cb""","-0.02","0.02","0.99","15-02-2017 15:15:49","3.92",false,9.22241,867.7,45.44794,12,"001bc5067010164f",-119,6,,,,"16.64",126.3,"0.09"
"""58a463490b85524ee84eb0cc""","-0.02","0.01","0.99","15-02-2017 15:18:49","4.1",false,9.22216,868.1,45.44792,12,"001bc5067010164f",-111,0,,,,"16.64",96.8,"0.18"
"""58a463fd0b85524ee84eb0cd""","-0.02","0","0.98","15-02-2017 15:21:49","4.14",false,9.22249,868.1,45.44792,12,"001bc5067010164f",-121,0,,,,"17.28",131.8,"0.06"
"""58a464b10b85524ee84eb0ce""","-0.01","0.02","0.98","15-02-2017 15:24:49","3.91",false,9.22242,868.3,45.44806,12,"001bc5067010164f",-109,1,,,,"17.28",137.4,"0.02"
"""58a465650b85524ee84eb0cf""","-0.02","0.01","1.01","15-02-2017 15:27:49","3.91",false,9.22239,867.9,45.44802,12,"001bc5067010164f",-121,7,,,,"17.92",135.7,"0.12"
"""58a466190b85524ee84eb0d0""","-0.02","0","0.99","15-02-2017 15:30:49","3.9",false,9.22231,867.7,45.44799,12,"001bc5067010164f",-119,6,,,,"17.92",127.2,"0"
"""58a466cd0b85524ee84eb0d1""","-0.01","0.01","1","15-02-2017 15:33:49","4.08",false,9.22248,867.7,45.44807,12,"001bc5067010164f",-115,6,,,,"17.92",140.7,"0.32"
"""58a467810b85524ee84eb0d2""","-0.02","0.01","1","15-02-2017 15:36:49","4.13",false,9.22228,867.5,45.44791,12,"001bc5067010164f",-109,5,,,,"17.92",121.5,"0.04"
"""58a468350b85524ee84eb0d3""","-0.02","0","1","15-02-2017 15:39:49","4.12",false,9.22221,868.5,45.44788,12,"001bc5067010164f",-120,2,,,,"17.92",114.5,"0.2"
"""58a468e90b85524ee84eb0d4""","-0.01","0.04","1.01","15-02-2017 15:42:49","4.07",false,9.22225,867.7,45.44797,12,"001bc5067010164f",-119,6,,,,"18.56",120.3,"0.05"
"""58a4699d0b85524ee84eb0d5""","-0.01","0","0.99","15-02-2017 15:45:49","4.07",false,9.22226,867.7,45.44802,12,"001bc5067010164f",-118,6,,,,"17.92",115.9,"0.04"
"""58a46a510b85524ee84eb0d6""","-0.02","0.02","1","15-02-2017 15:48:49","4.07",false,9.22228,867.7,45.44798,12,"001bc5067010164f",-120,6,,,,"17.92",134.5,"0.28"
"""58a46b050b85524ee84eb0d7""","-0.02","0.03","1","15-02-2017 15:51:49","4.07",false,9.22224,867.3,45.44791,12,"001bc5067010164f",-108,4,,,,"18.56",123.9,"0.09"
"""58a46c6d0b85524ee84eb0d8""","-0.03","0.02","1","15-02-2017 15:57:49","4.07",false,9.2222,867.3,45.44788,12,"001bc5067010164f",-118,4,,,,"17.92",123.9,"0.28"
"""58a46d210b85524ee84eb0d9""","-0.02","0.02","1.01","15-02-2017 16:00:49","4.1",false,9.22222,867.3,45.44787,12,"001bc5067010164f",-119,4,,,,"17.92",125.5,"0.74"
"""58a46dd50b85524ee84eb0da""","-0.03","0","1","15-02-2017 16:03:49","3.88",false,9.22226,868.5,45.44789,12,"001bc5067010164f",-108,2,,,,"17.92",137.8,"0.05"
"""58a46e890b85524ee84eb0db""","-0.04","0.02","1","15-02-2017 16:06:49","3.88",false,9.22218,868.5,45.44783,12,"001bc5067010164f",-108,2,,,,"18.56",126.2,"0.18"
"""58a46f3d0b85524ee84eb0dc""","-0.02","0","1","15-02-2017 16:09:49","4.05",false,9.22224,868.5,45.44793,12,"001bc5067010164f",-118,2,,,,"18.56",118.4,"0.07"
"""58a46ff10b85524ee84eb0dd""","-0.02","0.01","0.99","15-02-2017 16:12:49","4.05",false,9.22222,868.3,45.44791,12,"001bc5067010164f",-117,1,,,,"18.56",118.7,"0.1"
"""58a470a50b85524ee84eb0de""","-0.02","0.01","0.99","15-02-2017 16:15:49","4.05",false,9.22218,868.5,45.44791,12,"001bc5067010164f",-119,2,,,,"19.2",126.6,"0.03"
"""58a4720d0b85524ee84eb0df""","-0.03","0.01","1.01","15-02-2017 16:21:49","4.05",false,9.22226,867.5,45.44802,12,"001bc5067010164f",-117,5,,,,"19.2",156.5,"0.07"
"""58a472c10b85524ee84eb0e0""","-0.03","0","1","15-02-2017 16:24:49","4.05",false,9.22229,868.5,45.44801,12,"001bc5067010164f",-119,2,,,,"19.2",163.1,"0.04"
"""58a473750b85524ee84eb0e1""","-0.03","0.02","0.99","15-02-2017 16:27:49","4.05",false,9.22214,867.3,45.44793,12,"001bc5067010164f",-108,4,,,,"19.84",126.3,"0.04"
"""58a474290b85524ee84eb0e2""","-0.01","0.02","0.98","15-02-2017 16:30:49","4.05",false,9.22223,867.9,45.44796,12,"001bc5067010164f",-118,7,,,,"17.92",126.6,"0.06"
"""58a474dd0b85524ee84eb0e3""","-0.02","0.01","0.99","15-02-2017 16:33:49","3.86",false,9.22233,868.3,45.44797,12,"001bc5067010164f",-109,1,,,,"19.2",171.1,"0.01"
"""58a475910b85524ee84eb0e4""","-0.02","0.02","0.99","15-02-2017 16:36:49","3.86",false,9.2223,867.9,45.44793,12,"001bc5067010164f",-121,7,,,,"19.2",163.2,"0.05"
"""58a476450b85524ee84eb0e5""","-0.03","0","1","15-02-2017 16:39:49","4.04",false,9.22223,868.5,45.44791,12,"001bc5067010164f",-108,2,,,,"19.2",119.7,"0.01"
"""58a476f90b85524ee84eb0e6""","-0.03","0.02","0.99","15-02-2017 16:42:49","4.03",false,9.2225,867.9,45.44787,12,"001bc5067010164f",-117,7,,,,"19.84",201.1,"0.06"
"""58a477ac0b85524ee84eb0e7""","-0.03","0.02","1","15-02-2017 16:45:48","4.03",false,9.22229,868.1,45.4479,12,"001bc5067010164f",-120,0,,,,"19.84",147.4,"0.01"
"""58a478610b85524ee84eb0e8""","-0.03","0.02","1","15-02-2017 16:48:49","4.03",false,9.22224,868.5,45.44788,12,"001bc5067010164f",-119,2,,,,"19.2",142.5,"0.04"
"""58a479150b85524ee84eb0e9""","-0.03","0.01","0.98","15-02-2017 16:51:49","4.07",false,9.22223,868.1,45.44784,12,"001bc5067010164f",-114,0,,,,"19.84",157.4,"0"
"""58a479c90b85524ee84eb0ea""","-0.02","0.02","0.99","15-02-2017 16:54:49","4.07",false,9.22227,868.3,45.44788,12,"001bc5067010164f",-109,1,,,,"19.84",152.2,"0.09"
"""58a47a7d0b85524ee84eb0eb""","-0.03","0.02","1","15-02-2017 16:57:49","4.06",false,9.22217,867.9,45.44792,12,"001bc5067010164f",-119,7,,,,"19.2",111.1,"0.04"
"""58a47b300b85524ee84eb0ec""","-0.03","0.02","0.99","15-02-2017 17:00:48","3.83",false,9.22228,867.3,45.44791,12,"001bc5067010164f",-120,4,,,,"19.84",145.8,"0.02"
"""58a47be50b85524ee84eb0ed""","-0.02","0.02","1","15-02-2017 17:03:49","4.05",false,9.22214,867.5,45.44794,12,"001bc5067010164f",-115,5,,,,"19.84",71.3,"0.11"
"""58a47c990b85524ee84eb0ee""","-0.02","0.02","0.99","15-02-2017 17:06:49","4",false,9.22216,867.1,45.44804,12,"001bc5067010164f",-120,3,,,,"19.84",108.5,"0.01"
"""58a47d4d0b85524ee84eb0ef""","-0.02","0.01","0.98","15-02-2017 17:09:49","3.82",false,9.22207,868.3,45.44802,12,"001bc5067010164f",-100,1,,,,"19.2",92.5,"0.04"
"""58a47e010b85524ee84eb0f0""","-0.03","0.02","0.98","15-02-2017 17:12:49","4",false,9.22198,868.1,45.44809,12,"001bc5067010164f",-111,0,,,,"19.2",78.4,"0.07"
"""58a47eb50b85524ee84eb0f1""","-0.03","0.04","1.01","15-02-2017 17:15:49","4.04",false,9.22207,868.3,45.44799,12,"001bc5067010164f",-108,1,,,,"19.84",90,"0.12"
"""58a47f690b85524ee84eb0f2""","-0.02","0.01","1","15-02-2017 17:18:49","3.81",false,9.22228,868.5,45.4479,12,"001bc5067010164f",-107,2,,,,"18.56",132.2,"0.07"
"""58a4801d0b85524ee84eb0f3""","-0.04","0.02","1","15-02-2017 17:21:49","3.99",false,9.22221,867.3,45.44793,12,"001bc5067010164f",-117,4,,,,"19.2",127,"0.03"
"""58a480d10b85524ee84eb0f4""","-0.02","0.02","1","15-02-2017 17:24:49","3.81",false,9.22226,868.1,45.4478,12,"001bc5067010164f",-119,0,,,,"18.56",134.3,"0.05"
"""58a481850b85524ee84eb0f5""","-0.02","0.02","0.99","15-02-2017 17:27:49","4.03",false,9.22223,868.5,45.44786,12,"001bc5067010164f",-121,2,,,,"18.56",123.6,"0.05"
"""58a482380b85524ee84eb0f6""","-0.03","0.02","0.99","15-02-2017 17:30:48","3.8",false,9.22213,868.5,45.44805,12,"001bc5067010164f",-120,2,,,,"19.84",124.1,"0.01"
"""58a482ed0b85524ee84eb0f7""","-0.03","0.01","1","15-02-2017 17:33:49","3.8",false,9.22192,867.1,45.44816,12,"001bc5067010164f",-121,3,,,,"19.2",107.3,"0.06"
"""58a483a10b85524ee84eb0f8""","-0.03","0","0.98","15-02-2017 17:36:49","3.79",false,9.22215,867.9,45.44801,12,"001bc5067010164f",-121,7,,,,"19.2",141.9,"0.14"
"""58a484550b85524ee84eb0f9""","-0.03","0.01","0.98","15-02-2017 17:39:49","3.97",false,9.22217,867.5,45.44802,12,"001bc5067010164f",-117,5,,,,"18.56",132.2,"0.14"
"""58a485090b85524ee84eb0fa""","-0.03","0.02","1.01","15-02-2017 17:42:49","4.01",false,9.22207,868.1,45.448,12,"001bc5067010164f",-117,0,,,,"19.2",116.3,"0.33"
"""58a485bd0b85524ee84eb0fb""","-0.03","0.01","1","15-02-2017 17:45:49","3.79",false,9.22218,868.5,45.44794,12,"001bc5067010164f",-107,2,,,,"19.2",135.4,"0.14"
"""58a486700b85524ee84eb0fc""","-0.03","0.02","1","15-02-2017 17:48:48","3.96",false,9.22219,867.5,45.44795,12,"001bc5067010164f",-109,5,,,,"18.56",138.4,"0.08"
"""58a487250b85524ee84eb0fd""","-0.02","0.02","0.98","15-02-2017 17:51:49","4.01",false,9.22224,867.7,45.44801,12,"001bc5067010164f",-118,6,,,,"19.2",131.3,"0.08"
"""58a487d90b85524ee84eb0fe""","-0.03","0.02","1.01","15-02-2017 17:54:49","3.78",false,9.22239,868.5,45.44793,12,"001bc5067010164f",-118,2,,,,"19.2",143.7,"0.18"
"""58a4888d0b85524ee84eb0ff""","-0.02","0.04","1","15-02-2017 17:57:49","3.96",false,9.22224,867.3,45.44792,12,"001bc5067010164f",-118,4,,,,"19.2",120.8,"0.25"
"""58a489410b85524ee84eb100""","-0.02","0.02","0.98","15-02-2017 18:00:49","3.96",false,9.22225,867.5,45.44791,12,"001bc5067010164f",-109,5,,,,"19.84",112,"0.22"
"""58a489f40b85524ee84eb101""","-0.03","0.01","0.99","15-02-2017 18:03:48","3.78",false,9.22228,867.1,45.44793,12,"001bc5067010164f",-121,3,,,,"18.56",124.8,"0.12"
"""58a48aa90b85524ee84eb102""","-0.02","0.02","0.99","15-02-2017 18:06:49","4",false,9.2222,868.5,45.44806,12,"001bc5067010164f",-117,2,,,,"19.2",103.5,"0.09"
"""58a48b5d0b85524ee84eb103""","-0.04","0","1","15-02-2017 18:09:49","3.78",false,9.22233,868.5,45.4481,12,"001bc5067010164f",-118,2,,,,"19.84",128,"0.07"
"""58a48c110b85524ee84eb104""","-0.03","0.03","1","15-02-2017 18:12:49","3.95",false,9.22238,868.3,45.44802,12,"001bc5067010164f",-109,1,,,,"18.56",133,"0.21"
"""58a48cc50b85524ee84eb105""","-0.04","0.01","1","15-02-2017 18:15:49","4",false,9.22251,867.3,45.4482,12,"001bc5067010164f",-121,4,,,,"19.2",151.2,"0.33"
"""58a48d780b85524ee84eb106""","-0.02","0.02","0.99","15-02-2017 18:18:48","3.95",false,9.22237,867.7,45.44824,12,"001bc5067010164f",-119,6,,,,"18.56",131.9,"0.14"
"""58a48e2d0b85524ee84eb107""","-0.02","0.05","0.98","15-02-2017 18:21:49","4",false,9.22243,867.9,45.44811,12,"001bc5067010164f",-120,7,,,,"17.92",141,"0.05"
"""58a48ee10b85524ee84eb108""","-0.03","0.03","1","15-02-2017 18:24:49","3.95",false,9.22238,868.5,45.44799,12,"001bc5067010164f",-119,2,,,,"19.84",131.4,"0.12"
"""58a48f950b85524ee84eb109""","-0.02","0.04","1","15-02-2017 18:27:49","3.95",false,9.2223,867.3,45.44792,12,"001bc5067010164f",-108,4,,,,"17.92",130.2,"0.09"
"""58a490490b85524ee84eb10a""","-0.02","0.01","1","15-02-2017 18:30:49","3.95",false,9.22234,867.1,45.44812,12,"001bc5067010164f",-121,3,,,,"19.2",142.7,"0.34"
"""58a490fc0b85524ee84eb10b""","-0.02","0.02","1.01","15-02-2017 18:33:48","3.95",false,9.22224,867.9,45.44795,12,"001bc5067010164f",-119,7,,,,"18.56",118.8,"0.04"
"""58a491b10b85524ee84eb10c""","-0.02","0.01","0.99","15-02-2017 18:36:49","3.99",false,9.22225,868.5,45.44797,12,"001bc5067010164f",-119,2,,,,"18.56",126.5,"0.08"
"""58a492650b85524ee84eb10d""","-0.02","0.02","0.99","15-02-2017 18:39:49","3.76",false,9.22228,867.1,45.44797,12,"001bc5067010164f",-119,3,,,,"19.84",125.2,"0.01"
"""58a493190b85524ee84eb10e""","-0.02","0.01","0.99","15-02-2017 18:42:49","3.94",false,9.22229,867.7,45.44803,12,"001bc5067010164f",-117,6,,,,"17.92",133.3,"0.2"
"""58a493cd0b85524ee84eb10f""","-0.03","0.02","0.99","15-02-2017 18:45:49","3.94",false,9.22233,867.5,45.4479,12,"001bc5067010164f",-107,5,,,,"18.56",132.3,"0.43"
"""58a494800b85524ee84eb110""","-0.02","0.02","1","15-02-2017 18:48:48","3.94",false,9.22226,867.5,45.44794,12,"001bc5067010164f",-115,5,,,,"19.2",126,"0.06"
"""58a495350b85524ee84eb111""","-0.03","0.03","0.99","15-02-2017 18:51:49","3.93",false,9.22229,867.5,45.44788,12,"001bc5067010164f",-109,5,,,,"18.56",111.3,"0"
"""58a495e90b85524ee84eb112""","-0.03","0.02","1","15-02-2017 18:54:49","3.75",false,9.22229,867.5,45.4478,12,"001bc5067010164f",-114,5,,,,"19.2",113.4,"0.18"
"""58a4969d0b85524ee84eb113""","-0.42","0.78","-0.41","15-02-2017 18:57:49","3.76",false,9.22234,867.1,45.44789,12,"001bc5067010164f",-120,3,,,,"18.56",118.9,"0.11"
"""58a497510b85524ee84eb114""","-0.52","0.46","-0.46","15-02-2017 19:00:49","3.98",false,9.221,868.3,45.44855,12,"001bc5067010164f",-118,1,,,,"17.92",133.4,"0.84"
"""58a498040b85524ee84eb115""","-0.67","1.34","-0.04","15-02-2017 19:03:48","3.97",false,9.21794,868.3,45.44931,12,"001bc5067010164f",-117,1,,,,"15.36",137,"1.45"
"""58a498b80b85524ee84eb116""","-0.41","0.8","-0.39","15-02-2017 19:06:48","3.93",false,9.21291,868.3,45.45063,12,"001bc5067010164f",-115,1,,,,"12.8",119.8,"3.03"
"""58a4996d0b85524ee84eb117""","-0.17","0.44","-0.21","15-02-2017 19:09:49","3.93",false,9.20944,868.1,45.4474,12,"001bc5067010164f",-119,0,,,,"11.52",114.7,"2.23"
"""58a49c3d0b85524ee84eb118""","-0.49","0.65","-0.62","15-02-2017 19:21:49","3.91",false,9.20944,867.9,45.4474,12,"001bc5067010164f",-118,7,,,,"8.32",114.7,"2.23"
"""58a49da50b85524ee84eb119""","-0.42","0.76","-0.54","15-02-2017 19:27:49","3.73",false,9.16051,868.1,45.46847,12,"001bc5067010164f",-118,0,,,,"8.96",116.1,"0.05"
"""58a49e590b85524ee84eb11a""","-0.38","0.58","-0.63","15-02-2017 19:30:49","3.91",false,9.16163,868.1,45.46854,12,"001bc5067010164f",-117,0,,,,"7.04",139.8,"0.77"
"""58a55f0b0b85524ee84eb11b""",,,,"16-02-2017 09:12:59",,,,,,,"001bc5067010162d",,,,,,,,
"""58a55fc80b85524ee84eb11c""","-0.98","0.02","-0.06","16-02-2017 09:16:08","3.93",false,9.22223,867.3,45.44804,12,"001bc5067010162d",-119,4,,,,"15.36",124.8,"0.09"
"""58a5607c0b85524ee84eb11d""","-0.98","0.02","-0.07","16-02-2017 09:19:08","3.93",false,9.22221,868.5,45.44792,12,"001bc5067010162d",-119,2,,,,"19.2",113.9,"0.08"
"""58a561300b85524ee84eb11e""","-0.99","0.01","-0.08","16-02-2017 09:22:08","4.1",false,9.22213,868.3,45.44815,12,"001bc5067010162d",-115,1,,,,"20.48",107.5,"0.01"
"""58a561e50b85524ee84eb11f""","-0.98","0.02","-0.06","16-02-2017 09:25:09","4.11",false,9.22228,867.5,45.4481,12,"001bc5067010162d",-117,5,,,,"21.12",124.2,"0.13"
"""58a562980b85524ee84eb120""","-0.98","0.02","-0.07","16-02-2017 09:28:08","4.11",false,9.22217,867.9,45.44803,12,"001bc5067010162d",-120,7,,,,"21.76",114.5,"0.05"
"""58a5634c0b85524ee84eb121""","-0.98","0.03","-0.04","16-02-2017 09:31:08","4.11",false,9.22222,867.9,45.44795,12,"001bc5067010162d",-119,7,,,,"21.76",113.4,"0.07"
"""58a564000b85524ee84eb122""","-0.98","0.01","-0.06","16-02-2017 09:34:08","4.11",false,9.2222,867.7,45.4479,12,"001bc5067010162d",-119,6,,,,"22.4",112.4,"0.11"
"""58a564b40b85524ee84eb123""","-0.98","0.04","-0.06","16-02-2017 09:37:08","3.95",false,9.22228,868.3,45.44791,12,"001bc5067010162d",-115,1,,,,"22.4",125.2,"0.04"
"""58a565680b85524ee84eb124""","-0.98","0.04","-0.06","16-02-2017 09:40:08","4.16",false,9.22228,867.3,45.44786,12,"001bc5067010162d",-119,4,,,,"21.76",136.4,"0.09"
"""58a5661c0b85524ee84eb125""","-0.98","0.03","-0.07","16-02-2017 09:43:08","4.16",false,9.22228,868.3,45.44787,12,"001bc5067010162d",-114,1,,,,"21.12",134.6,"0.01"
"""58a566d00b85524ee84eb126""","-0.99","0.02","-0.06","16-02-2017 09:46:08","4.15",false,9.22234,867.5,45.44789,12,"001bc5067010162d",-108,5,,,,"21.12",135.8,"0.49"
"""58a567830b85524ee84eb127""","-0.99","0","-0.06","16-02-2017 09:49:07","4.11",false,9.22223,867.7,45.448,11,"001bc5067010162d",-119,6,,,,"21.12",120.4,"0.12"
