"_id","sens_accx","sens_accy","sens_accz","Timestamp","sens_vbattery","Duplicato","sens_longitude","Frequency","sens_latitude","Spreading_Factor","Dev_EUI","RSSI","Channel","GW","Data","sens_time","sens_temperature","sens_altitude","sens_speed"
"""58a5bbe30b85524ee84eb1d7""","-0.94","-0.25","-0.11","16-02-2017 15:49:07","3.89",false,9.22227,867.7,45.44793,12,"001bc5067010162d",-118,6,,,,"23.68",136.4,"0.02"
"""58a5bc7e0b85524ee84eb1d8""","-0.16","0.48","0.84","16-02-2017 15:51:42","3.9",false,9.22226,868.3,45.44796,12,"001bc5067010163e",-115,1,,,,"10.88",125.9,"0.16"
"""58a5bc980b85524ee84eb1d9""","-0.95","-0.24","-0.1","16-02-2017 15:52:08","3.89",false,9.22229,867.7,45.44794,12,"001bc5067010162d",-117,6,,,,"23.04",141,"0.06"
"""58a5bd320b85524ee84eb1da""","-0.17","0.48","0.85","16-02-2017 15:54:42","3.86",false,9.22231,867.3,45.44793,12,"001bc5067010163e",-118,4,,,,"10.88",137.9,"0.05"
"""58a5bd4c0b85524ee84eb1db""","-0.94","-0.24","-0.11","16-02-2017 15:55:08","4.1",false,9.22226,867.7,45.44796,12,"001bc5067010162d",-119,6,,,,"23.04",128.3,"0.11"
"""58a5bde60b85524ee84eb1dc""","-0.16","0.48","0.84","16-02-2017 15:57:42","3.9",false,9.22225,867.3,45.4479,12,"001bc5067010163e",-120,4,,,,"12.16",128.7,"0.12"
"""58a5be000b85524ee84eb1dd""","-0.93","-0.25","-0.11","16-02-2017 15:58:08","4.05",false,9.22219,868.1,45.44789,12,"001bc5067010162d",-111,0,,,,"23.04",101.1,"0.68"
"""58a5be9a0b85524ee84eb1de""","-0.16","0.49","0.83","16-02-2017 16:00:42","3.9",false,9.2223,867.1,45.44806,12,"001bc5067010163e",-121,3,,,,"10.88",150,"0.5"
"""58a5beb30b85524ee84eb1df""","-0.94","-0.24","-0.11","16-02-2017 16:01:07","4.09",false,9.22224,867.1,45.44799,12,"001bc5067010162d",-120,3,,,,"23.04",128.2,"0.07"
"""58a5bf4e0b85524ee84eb1e0""","-0.17","0.48","0.83","16-02-2017 16:03:42","3.85",false,9.22229,868.5,45.44795,12,"001bc5067010163e",-116,2,,,,"11.52",139.7,"0.27"
"""58a5c0020b85524ee84eb1e1""","-0.17","0.49","0.83","16-02-2017 16:06:42","3.85",false,9.22222,868.3,45.44789,12,"001bc5067010163e",-117,1,,,,"12.16",119.5,"0.07"
"""58a5c01c0b85524ee84eb1e2""","-0.94","-0.26","-0.11","16-02-2017 16:07:08","4.05",false,9.22229,867.7,45.44793,12,"001bc5067010162d",-119,6,,,,"22.4",126,"0.03"
"""58a5c0b60b85524ee84eb1e3""","-0.16","0.49","0.83","16-02-2017 16:09:42","3.85",false,9.2223,867.9,45.44795,12,"001bc5067010163e",-111,7,,,,"12.16",128.2,"0.04"
"""58a5c16a0b85524ee84eb1e4""","-0.16","0.48","0.83","16-02-2017 16:12:42","3.89",false,9.22223,868.1,45.44799,12,"001bc5067010163e",-118,0,,,,"11.52",135.6,"0.03"
"""58a5c1840b85524ee84eb1e5""","-0.94","-0.25","-0.11","16-02-2017 16:13:08","4.04",false,9.22231,868.1,45.44791,12,"001bc5067010162d",-109,0,,,,"23.04",125.4,"0.09"
"""58a5c21f0b85524ee84eb1e6""","-0.16","0.48","0.83","16-02-2017 16:15:43","3.89",false,9.22221,868.3,45.4479,12,"001bc5067010163e",-111,1,,,,"12.16",113.1,"0.09"
"""58a5c2370b85524ee84eb1e7""","-0.95","-0.26","-0.11","16-02-2017 16:16:07","3.87",false,9.2223,867.9,45.44801,12,"001bc5067010162d",-120,7,,,,"21.76",142.4,"0.07"
"""58a5c2d20b85524ee84eb1e8""","-0.17","0.48","0.83","16-02-2017 16:18:42","3.84",false,9.22222,868.3,45.4479,12,"001bc5067010163e",-115,1,,,,"11.52",119.3,"0.44"
"""58a5c3850b85524ee84eb1e9""","-0.16","0.49","0.83","16-02-2017 16:21:41","3.84",false,9.2224,867.3,45.4481,12,"001bc5067010163e",-109,4,,,,"11.52",153.5,"0.15"
"""58a5c39f0b85524ee84eb1ea""","-0.94","-0.26","-0.1","16-02-2017 16:22:07","4.08",false,9.22245,867.7,45.44797,12,"001bc5067010162d",-120,6,,,,"21.76",172.4,"0.22"
"""58a5c43a0b85524ee84eb1eb""","-0.16","0.49","0.84","16-02-2017 16:24:42","3.84",false,9.2223,867.3,45.44788,12,"001bc5067010163e",-119,4,,,,"12.16",122.2,"0.26"
"""58a5c4540b85524ee84eb1ec""","-0.94","-0.25","-0.1","16-02-2017 16:25:08","3.86",false,9.22221,867.9,45.44792,12,"001bc5067010162d",-121,7,,,,"22.4",144.3,"0.25"
"""58a5c4ee0b85524ee84eb1ed""","-0.16","0.48","0.83","16-02-2017 16:27:42","3.84",false,9.22218,867.9,45.44789,12,"001bc5067010163e",-120,7,,,,"12.8",93.7,"0.03"
"""58a5c5080b85524ee84eb1ee""","-0.94","-0.26","-0.11","16-02-2017 16:28:08","3.86",false,9.22209,868.5,45.44791,12,"001bc5067010162d",-108,2,,,,"21.76",98.4,"0.05"
"""58a5c5a20b85524ee84eb1ef""","-0.16","0.48","0.83","16-02-2017 16:30:42","3.84",false,9.22223,868.1,45.44798,12,"001bc5067010163e",-119,0,,,,"12.16",117.3,"0.19"
"""58a5c5bb0b85524ee84eb1f0""","-0.94","-0.25","-0.09","16-02-2017 16:31:07","3.86",false,9.22222,867.9,45.44791,12,"001bc5067010162d",-119,7,,,,"22.4",123.1,"0.04"
"""58a5c6560b85524ee84eb1f1""","-0.16","0.48","0.83","16-02-2017 16:33:42","3.66",false,9.2223,868.5,45.44796,12,"001bc5067010163e",-120,2,,,,"12.8",145,"0.21"
"""58a5c66f0b85524ee84eb1f2""","-0.94","-0.25","-0.11","16-02-2017 16:34:07","4.06",false,9.22223,868.5,45.44787,12,"001bc5067010162d",-108,2,,,,"22.4",110.2,"0.05"
"""58a5c7090b85524ee84eb1f3""","-0.17","0.48","0.83","16-02-2017 16:36:41","3.83",false,9.22212,867.1,45.4479,12,"001bc5067010163e",-117,3,,,,"12.8",95.8,"0.12"
"""58a5c7240b85524ee84eb1f4""","-0.96","-0.26","-0.1","16-02-2017 16:37:08","4.06",false,9.22221,868.3,45.44795,12,"001bc5067010162d",-109,1,,,,"21.12",131.1,"0.04"
"""58a5c7be0b85524ee84eb1f5""","-0.16","0.48","0.82","16-02-2017 16:39:42","3.83",false,9.22223,867.7,45.44787,12,"001bc5067010163e",-117,6,,,,"12.8",132.1,"0.04"
"""58a5c7d80b85524ee84eb1f6""","-0.94","-0.26","-0.1","16-02-2017 16:40:08","4.02",false,9.22232,868.5,45.4479,12,"001bc5067010162d",-117,2,,,,"22.4",141.1,"0.02"
"""58a5c88c0b85524ee84eb1f7""","-0.94","-0.25","-0.1","16-02-2017 16:43:08","4.06",false,9.22223,867.1,45.44789,12,"001bc5067010162d",-119,3,,,,"22.4",136.7,"0.07"
"""58a5c9260b85524ee84eb1f8""","-0.16","0.49","0.89","16-02-2017 16:45:42","3.87",false,9.22223,867.7,45.44787,12,"001bc5067010163e",-117,6,,,,"12.8",123.3,"0.2"
"""58a5c93f0b85524ee84eb1f9""","-0.94","-0.25","-0.11","16-02-2017 16:46:07","4.01",false,9.22219,867.1,45.44792,12,"001bc5067010162d",-118,3,,,,"21.76",92.5,"0.07"
"""58a5c9da0b85524ee84eb1fa""","-0.16","0.48","0.83","16-02-2017 16:48:42","3.66",false,9.22251,867.1,45.44787,12,"001bc5067010163e",-120,3,,,,"13.44",201.7,"0.18"
"""58a5c9f30b85524ee84eb1fb""","-0.93","-0.26","-0.1","16-02-2017 16:49:07","4.06",false,9.22219,867.7,45.44797,12,"001bc5067010162d",-119,6,,,,"22.4",105.9,"0.02"
"""58a5ca8d0b85524ee84eb1fc""","-0.16","0.48","0.83","16-02-2017 16:51:41","3.87",false,9.22221,868.1,45.44801,12,"001bc5067010163e",-119,0,,,,"12.8",99.2,"0.08"
"""58a5caa70b85524ee84eb1fd""","-0.95","-0.26","-0.1","16-02-2017 16:52:07","3.84",false,9.22223,867.3,45.44795,12,"001bc5067010162d",-120,4,,,,"23.04",130.4,"0.15"
"""58a5cb420b85524ee84eb1fe""","-0.18","0.48","0.84","16-02-2017 16:54:42","3.83",false,9.22222,868.5,45.44797,12,"001bc5067010163e",-117,2,,,,"12.8",123,"0.02"
"""58a5cb5c0b85524ee84eb1ff""","-0.9","-0.24","-0.1","16-02-2017 16:55:08","4.01",false,9.22232,867.3,45.44795,12,"001bc5067010162d",-120,4,,,,"23.04",146.3,"0.01"
"""58a5cbf60b85524ee84eb200""","-0.17","0.48","0.83","16-02-2017 16:57:42","3.83",false,9.22226,867.9,45.44803,12,"001bc5067010163e",-119,7,,,,"12.8",139.7,"0"
"""58a5cc0f0b85524ee84eb201""","-0.93","-0.26","-0.1","16-02-2017 16:58:07","4.01",false,9.22218,867.7,45.44798,12,"001bc5067010162d",-119,6,,,,"22.4",135.3,"0.03"
"""58a5ccaa0b85524ee84eb202""","-0.17","0.47","0.82","16-02-2017 17:00:42","3.65",false,9.22212,867.9,45.4481,12,"001bc5067010163e",-119,7,,,,"13.44",94.6,"0.12"
"""58a5ccc40b85524ee84eb203""","-0.92","-0.25","-0.1","16-02-2017 17:01:08","4.05",false,9.22216,868.3,45.44803,12,"001bc5067010162d",-109,1,,,,"22.4",102.6,"0.33"
"""58a5cd5e0b85524ee84eb204""","-0.17","0.47","0.83","16-02-2017 17:03:42","3.86",false,9.22231,867.7,45.44804,12,"001bc5067010163e",-120,6,,,,"13.44",131,"0.11"
"""58a5cd770b85524ee84eb205""","-0.95","-0.25","-0.09","16-02-2017 17:04:07","4.05",false,9.22229,868.5,45.44783,12,"001bc5067010162d",-119,2,,,,"21.76",170.9,"0.45"
"""58a5ce110b85524ee84eb206""","-0.16","0.48","0.85","16-02-2017 17:06:41","3.82",false,9.22231,867.9,45.44799,12,"001bc5067010163e",-119,7,,,,"13.44",130.2,"0.08"
"""58a5ce2b0b85524ee84eb207""","-0.93","-0.25","-0.1","16-02-2017 17:07:07","4.05",false,9.22227,868.1,45.44793,12,"001bc5067010162d",-119,0,,,,"21.12",144.5,"0.04"
"""58a5cec60b85524ee84eb208""","-0.16","0.48","0.83","16-02-2017 17:09:42","3.82",false,9.22237,867.5,45.44796,12,"001bc5067010163e",-108,5,,,,"12.8",137.7,"0.09"
"""58a5cee00b85524ee84eb209""","-0.94","-0.26","-0.1","16-02-2017 17:10:08","4",false,9.22217,867.1,45.448,12,"001bc5067010162d",-120,3,,,,"20.48",120.7,"0.11"
"""58a5cf7a0b85524ee84eb20a""","-0.17","0.47","0.82","16-02-2017 17:12:42","3.64",false,9.22221,867.5,45.44796,12,"001bc5067010163e",-108,5,,,,"13.44",120.3,"0.06"
"""58a5cf930b85524ee84eb20b""","-0.94","-0.26","-0.1","16-02-2017 17:13:07","4",false,9.22223,868.1,45.44801,12,"001bc5067010162d",-121,0,,,,"20.48",148.4,"0.38"
"""58a5d02f0b85524ee84eb20c""","-0.16","0.48","0.85","16-02-2017 17:15:43","3.82",false,9.22207,867.5,45.44812,12,"001bc5067010163e",-109,5,,,,"13.44",115.5,"0.28"
"""58a5d0470b85524ee84eb20d""","-0.01","1.02","-0.03","16-02-2017 17:16:07","4",false,9.2222,868.5,45.44793,12,"001bc5067010162d",-109,2,,,,"22.4",133.9,"0.03"
"""58a5d0e30b85524ee84eb20e""","-0.17","0.48","0.83","16-02-2017 17:18:43","3.86",false,9.22205,867.5,45.44811,12,"001bc5067010163e",-109,5,,,,"12.8",102.6,"0.06"
"""58a5d0fb0b85524ee84eb20f""","-0.02","1.02","0","16-02-2017 17:19:07","4.04",false,9.22221,867.9,45.44794,12,"001bc5067010162d",-121,7,,,,"21.76",118,"0.16"
"""58a5d1af0b85524ee84eb210""","0","1.01","0","16-02-2017 17:22:07","3.83",false,9.22223,868.3,45.44812,12,"001bc5067010162d",-115,1,,,,"23.04",141.9,"0.09"
"""58a5d24a0b85524ee84eb211""","-0.18","0.48","0.83","16-02-2017 17:24:42","3.86",false,9.2223,867.9,45.44798,12,"001bc5067010163e",-117,7,,,,"12.8",141.8,"0.2"
"""58a5d2640b85524ee84eb212""","-0.01","1.02","0","16-02-2017 17:25:08","4",false,9.22218,867.1,45.448,12,"001bc5067010162d",-121,3,,,,"23.04",124.1,"0.04"
"""58a5d2fe0b85524ee84eb213""","-0.16","0.48","0.84","16-02-2017 17:27:42","3.81",false,9.22226,868.5,45.44804,12,"001bc5067010163e",-115,2,,,,"13.44",145.8,"0.17"
"""58a5d3180b85524ee84eb214""","-0.01","1.02","-0.01","16-02-2017 17:28:08","4.03",false,9.2222,867.1,45.44802,12,"001bc5067010162d",-120,3,,,,"23.04",114.4,"0.07"
"""58a5d3b20b85524ee84eb215""","-0.17","0.48","0.83","16-02-2017 17:30:42","3.64",false,9.22203,868.3,45.44816,12,"001bc5067010163e",-109,1,,,,"12.8",119.3,"0.14"
"""58a5d3cb0b85524ee84eb216""","-0.02","1.03","-0.01","16-02-2017 17:31:07","3.82",false,9.22212,868.5,45.448,12,"001bc5067010162d",-116,2,,,,"23.04",125.3,"0.03"
"""58a5d4660b85524ee84eb217""","-0.18","0.48","0.83","16-02-2017 17:33:42","3.86",false,9.22197,868.5,45.4482,12,"001bc5067010163e",-115,2,,,,"13.44",141.7,"0.12"
"""58a5d47f0b85524ee84eb218""","-0.02","1.03","-0.02","16-02-2017 17:34:07","3.81",false,9.22208,868.3,45.44803,12,"001bc5067010162d",-114,1,,,,"23.04",133.5,"0.07"
"""58a5d5190b85524ee84eb219""","-0.18","0.48","0.84","16-02-2017 17:36:41","3.63",false,9.22229,867.9,45.44798,12,"001bc5067010163e",-121,7,,,,"13.44",145.2,"0.03"
"""58a5d5330b85524ee84eb21a""","-0.02","1.03","-0.03","16-02-2017 17:37:07","3.98",false,9.22213,867.1,45.44799,12,"001bc5067010162d",-121,3,,,,"23.68",128.8,"0.02"
"""58a5d5ce0b85524ee84eb21b""","-0.16","0.47","0.83","16-02-2017 17:39:42","3.86",false,9.22218,867.1,45.44812,12,"001bc5067010163e",-121,3,,,,"14.08",140.2,"0.13"
"""58a5d5e80b85524ee84eb21c""","-0.02","1.02","-0.02","16-02-2017 17:40:08","3.81",false,9.22208,867.9,45.44806,12,"001bc5067010162d",-120,7,,,,"23.68",129.5,"0.05"
"""58a5d6820b85524ee84eb21d""","-0.15","0.48","0.84","16-02-2017 17:42:42","3.63",false,9.22216,867.1,45.44801,12,"001bc5067010163e",-121,3,,,,"13.44",134.7,"0.01"
"""58a5d69a0b85524ee84eb21e""","-0.03","1.01","-0.01","16-02-2017 17:43:06","4.02",false,9.22218,868.1,45.44794,11,"001bc5067010162d",-120,0,,,,"23.04",126.3,"0.05"
"""58a5d7360b85524ee84eb21f""","-0.17","0.47","0.84","16-02-2017 17:45:42","3.8",false,9.22224,868.3,45.44805,12,"001bc5067010163e",-115,1,,,,"13.44",154.6,"0.06"
"""58a5d74e0b85524ee84eb220""","-0.02","1.02","-0.04","16-02-2017 17:46:06","4.01",false,9.22225,867.3,45.44795,11,"001bc5067010162d",-120,4,,,,"23.04",146.8,"0.06"
"""58a5d7ea0b85524ee84eb221""","-0.17","0.48","0.84","16-02-2017 17:48:42","3.81",false,9.22215,867.5,45.448,12,"001bc5067010163e",-108,5,,,,"12.8",125.1,"0.07"
"""58a5d8020b85524ee84eb222""","-0.02","1.03","-0.03","16-02-2017 17:49:06","4.01",false,9.22226,868.5,45.44806,11,"001bc5067010162d",-120,2,,,,"23.68",138.8,"0.1"
"""58a5d89d0b85524ee84eb223""","-0.17","0.48","0.84","16-02-2017 17:51:41","3.81",false,9.22214,868.5,45.44802,12,"001bc5067010163e",-117,2,,,,"12.8",119.5,"0.08"
"""58a5d8b60b85524ee84eb224""","-0.02","1.02","-0.01","16-02-2017 17:52:06","3.79",false,9.22226,868.5,45.44791,11,"001bc5067010162d",-119,2,,,,"23.68",125.3,"0.24"
"""58a5d9510b85524ee84eb225""","-0.16","0.47","0.83","16-02-2017 17:54:41","3.8",false,9.2222,868.3,45.44807,12,"001bc5067010163e",-115,1,,,,"14.08",137.6,"0.06"
"""58a5d96b0b85524ee84eb226""","-0.01","1","0","16-02-2017 17:55:07","3.96",false,9.22228,867.1,45.44783,11,"001bc5067010162d",-120,3,,,,"23.68",127.5,"0.03"
"""58a5da060b85524ee84eb227""","-0.16","0.48","0.82","16-02-2017 17:57:42","3.8",false,9.22224,867.3,45.44809,12,"001bc5067010163e",-120,4,,,,"14.08",123,"0.03"
"""58a5dabb0b85524ee84eb228""","-0.16","0.48","0.86","16-02-2017 18:00:43","3.63",false,9.22238,867.5,45.44805,12,"001bc5067010163e",-111,5,,,,"12.8",139.5,"0.13"
"""58a5dad20b85524ee84eb229""","-0.02","1.02","0","16-02-2017 18:01:06","3.78",false,9.22247,867.5,45.44777,11,"001bc5067010162d",-114,5,,,,"23.68",133,"0.16"
"""58a5db6e0b85524ee84eb22a""","-0.18","0.48","0.84","16-02-2017 18:03:42","3.85",false,9.22222,867.9,45.44801,12,"001bc5067010163e",-118,7,,,,"12.8",111.5,"0.08"
"""58a5db860b85524ee84eb22b""","-0.02","1.03","-0.02","16-02-2017 18:04:06","3.99",false,9.22249,868.1,45.44797,11,"001bc5067010162d",-118,0,,,,"23.68",138,"0.19"
"""58a5dc210b85524ee84eb22c""","-0.17","0.48","0.83","16-02-2017 18:06:41","3.85",false,9.22227,867.5,45.44797,12,"001bc5067010163e",-115,5,,,,"13.44",129.1,"0.47"
"""58a5dc3a0b85524ee84eb22d""","-0.02","1","-0.01","16-02-2017 18:07:06","3.94",false,9.22228,867.1,45.44797,11,"001bc5067010162d",-120,3,,,,"23.04",121.1,"0.06"
"""58a5dcd50b85524ee84eb22e""","-0.18","0.48","0.81","16-02-2017 18:09:41","3.63",false,9.22243,868.3,45.44807,12,"001bc5067010163e",-109,1,,,,"13.44",142.1,"0.14"
"""58a5dcee0b85524ee84eb22f""","-0.02","1.02","0","16-02-2017 18:10:06","3.94",false,9.22228,868.3,45.4481,11,"001bc5067010162d",-115,1,,,,"23.68",136.2,"0.04"
"""58a5dd8a0b85524ee84eb230""","-0.17","0.46","0.84","16-02-2017 18:12:42","3.8",false,9.22229,867.9,45.44801,12,"001bc5067010163e",-119,7,,,,"13.44",128.6,"0.03"
"""58a5dda20b85524ee84eb231""","-0.02","1.03","-0.02","16-02-2017 18:13:06","3.76",false,9.22224,867.9,45.44804,11,"001bc5067010162d",-120,7,,,,"23.68",127.9,"0.14"
"""58a5de3f0b85524ee84eb232""","-0.17","0.48","0.84","16-02-2017 18:15:43","3.8",false,9.22226,868.1,45.44792,12,"001bc5067010163e",-109,0,,,,"13.44",125,"0.1"
"""58a5de560b85524ee84eb233""","-0.02","1.03","0","16-02-2017 18:16:06","3.76",false,9.22235,867.7,45.44807,11,"001bc5067010162d",-117,6,,,,"23.68",142.8,"0.02"
"""58a5def20b85524ee84eb234""","-0.17","0.47","0.84","16-02-2017 18:18:42","3.8",false,9.22226,868.3,45.44792,12,"001bc5067010163e",-117,1,,,,"13.44",121.3,"0.07"
"""58a5df0a0b85524ee84eb235""","-0.02","1.02","-0.02","16-02-2017 18:19:06","3.93",false,9.22237,868.5,45.44811,11,"001bc5067010162d",-115,2,,,,"23.68",131.8,"0.2"
"""58a5dfa60b85524ee84eb236""","-0.05","0.2","0.93","16-02-2017 18:21:42","3.84",false,9.22228,867.7,45.44819,12,"001bc5067010163e",-114,6,,,,"13.44",133.8,"0.41"
"""58a5dfbe0b85524ee84eb237""","-0.01","1.01","-0.02","16-02-2017 18:22:06","3.93",false,9.22232,868.3,45.44806,11,"001bc5067010162d",-115,1,,,,"24.32",131.3,"0.25"
"""58a5e0590b85524ee84eb238""","-0.08","0.97","-0.33","16-02-2017 18:24:41","3.8",false,9.2223,868.5,45.44801,12,"001bc5067010163e",-115,2,,,,"13.44",126.6,"0.03"
"""58a5e0720b85524ee84eb239""","-0.02","1.02","-0.01","16-02-2017 18:25:06","3.93",false,9.22233,868.5,45.44809,11,"001bc5067010162d",-120,2,,,,"23.68",121.8,"0.02"
"""58a5e10e0b85524ee84eb23a""","0.6","0.12","-0.67","16-02-2017 18:27:42","3.62",false,9.22168,868.5,45.44827,12,"001bc5067010163e",-119,2,,,,"13.44",124.9,"3.68"
"""58a5e1260b85524ee84eb23b""","-0.02","1.02","-0.02","16-02-2017 18:28:06","3.76",false,9.22227,867.9,45.448,11,"001bc5067010162d",-120,7,,,,"23.04",122,"0.31"
"""58a5e1c20b85524ee84eb23c""","0.63","0.13","-0.69","16-02-2017 18:30:42","3.8",false,9.22069,867.1,45.45506,12,"001bc5067010163e",-120,3,,,,"15.36",150.3,"6.15"
"""58a5e1da0b85524ee84eb23d""","-0.02","1.04","-0.03","16-02-2017 18:31:06","3.76",false,9.22224,868.1,45.44812,11,"001bc5067010162d",-118,0,,,,"23.68",120.6,"0.1"
"""58a5e2760b85524ee84eb23e""","0.84","-0.07","-0.66","16-02-2017 18:33:42","3.62",false,9.22189,867.9,45.46207,12,"001bc5067010163e",-117,7,,,,"14.72",125,"1.81"
"""58a5e3420b85524ee84eb23f""","-0.01","1.03","-0.02","16-02-2017 18:37:06","3.92",false,9.22218,867.9,45.4479,11,"001bc5067010162d",-121,7,,,,"23.04",138.6,"0.08"
"""58a5e3f60b85524ee84eb240""","-0.02","1.03","-0.04","16-02-2017 18:40:06","3.92",false,9.22225,868.5,45.44793,11,"001bc5067010162d",-118,2,,,,"23.68",123,"0.05"
"""58a5e4920b85524ee84eb241""","0.22","-0.02","-0.87","16-02-2017 18:42:42","3.84",false,9.21075,867.9,45.48032,12,"001bc5067010163e",-120,7,,,,"13.44",137.6,"4.27"
"""58a5e4aa0b85524ee84eb242""","-0.02","1.02","-0.04","16-02-2017 18:43:06","3.96",false,9.22226,867.5,45.44795,11,"001bc5067010162d",-109,5,,,,"23.04",119.4,"0.04"
"""58a5e5460b85524ee84eb243""","0.61","0.19","-0.7","16-02-2017 18:45:42","3.61",false,9.20328,867.5,45.48439,12,"001bc5067010163e",-103,5,,,,"12.8",128,"6.02"
"""58a5e55e0b85524ee84eb244""","-0.02","1","-0.04","16-02-2017 18:46:06","3.75",false,9.22215,867.7,45.44806,11,"001bc5067010162d",-120,6,,,,"23.04",113.1,"0.07"
"""58a5e5fa0b85524ee84eb245""","0.67","0.16","-0.75","16-02-2017 18:48:42","3.79",false,9.19481,868.1,45.48858,12,"001bc5067010163e",-118,0,,,,"12.8",129.2,"6.39"
"""58a5e6120b85524ee84eb246""","-0.02","1.04","-0.03","16-02-2017 18:49:06","3.75",false,9.22222,867.3,45.44809,11,"001bc5067010162d",-119,4,,,,"23.04",120.9,"0.11"
"""58a5e6c60b85524ee84eb247""","-0.03","1.03","-0.02","16-02-2017 18:52:06","3.96",false,9.22222,867.7,45.448,11,"001bc5067010162d",-117,6,,,,"22.4",106.4,"0.03"
"""58a5e77a0b85524ee84eb248""","-0.01","1.02","-0.04","16-02-2017 18:55:06","3.75",false,9.22224,867.7,45.44792,11,"001bc5067010162d",-109,6,,,,"23.04",106.2,"0.01"
"""58a5e8160b85524ee84eb249""","0.7","0.31","0.61","16-02-2017 18:57:42","3.79",false,9.18329,868.1,45.49821,12,"001bc5067010163e",-119,0,,,,"10.24",106.6,"0.03"
"""58a5e82e0b85524ee84eb24a""","-0.01","1.03","-0.04","16-02-2017 18:58:06","3.96",false,9.22223,868.1,45.44797,11,"001bc5067010162d",-121,0,,,,"23.04",130.7,"0.83"
"""58a5e8ca0b85524ee84eb24b""","0.69","0.32","0.62","16-02-2017 19:00:42","3.79",false,9.18336,867.9,45.49805,12,"001bc5067010163e",-119,7,,,,"9.6",111.2,"0.15"
"""58a5e8e30b85524ee84eb24c""","-0.02","1.03","-0.03","16-02-2017 19:01:07","3.74",false,9.22222,867.7,45.44797,11,"001bc5067010162d",-109,6,,,,"22.4",106.6,"0.06"
"""58a5e9960b85524ee84eb24d""","-0.01","1.02","-0.02","16-02-2017 19:04:06","3.91",false,9.22219,867.9,45.44794,11,"001bc5067010162d",-109,7,,,,"22.4",112.5,"0.14"
"""58a5ea4a0b85524ee84eb24e""","-0.03","1.02","-0.03","16-02-2017 19:07:06","3.91",false,9.22225,868.5,45.44789,11,"001bc5067010162d",-117,2,,,,"22.4",110.3,"0.07"
"""58a5eafe0b85524ee84eb24f""","-0.02","1.01","-0.03","16-02-2017 19:10:06","3.74",false,9.2222,868.3,45.448,11,"001bc5067010162d",-117,1,,,,"22.4",110.5,"0.07"
"""58a5ebb20b85524ee84eb250""","-0.03","1.02","-0.04","16-02-2017 19:13:06","3.74",false,9.22227,868.5,45.44795,11,"001bc5067010162d",-102,2,,,,"20.48",122,"0.03"
"""58a5ec4e0b85524ee84eb251""","0.69","0.33","0.62","16-02-2017 19:15:42","3.78",false,9.18333,867.9,45.49817,12,"001bc5067010163e",-121,7,,,,"10.88",79.8,"0.04"
"""58a5ec660b85524ee84eb252""","-0.02","1.02","-0.01","16-02-2017 19:16:06","3.95",false,9.22225,867.7,45.44795,11,"001bc5067010162d",-117,6,,,,"21.12",119.9,"0.15"
"""58a5ed1a0b85524ee84eb253""","-0.02","1.02","-0.04","16-02-2017 19:19:06","3.95",false,9.22219,867.9,45.44793,11,"001bc5067010162d",-109,7,,,,"21.12",106.8,"0.06"
"""58a5edce0b85524ee84eb254""","-0.03","1.02","-0.03","16-02-2017 19:22:06","3.95",false,9.2222,867.1,45.44793,11,"001bc5067010162d",-117,3,,,,"21.76",97.2,"0.12"
"""58a5ee820b85524ee84eb255""","-0.02","1.02","-0.04","16-02-2017 19:25:06","3.73",false,9.22222,868.5,45.44793,11,"001bc5067010162d",-115,2,,,,"20.48",113,"0.12"
"""58a5ef1d0b85524ee84eb256""","0.69","0.32","0.62","16-02-2017 19:27:41","3.78",false,9.18327,867.7,45.4982,12,"001bc5067010163e",-118,6,,,,"12.16",86.4,"0"
"""58a5ef360b85524ee84eb257""","-0.02","1.02","-0.03","16-02-2017 19:28:06","3.94",false,9.22213,867.1,45.44792,11,"001bc5067010162d",-120,3,,,,"21.12",108.8,"0"
"""58a5efd20b85524ee84eb258""","0.7","0.32","0.63","16-02-2017 19:30:42","3.78",false,9.18327,867.3,45.4982,12,"001bc5067010163e",-120,4,,,,"12.16",127.8,"0.02"
"""58a5efea0b85524ee84eb259""","-0.02","1.02","-0.02","16-02-2017 19:31:06","3.94",false,9.22224,868.1,45.4479,11,"001bc5067010162d",-119,0,,,,"19.84",118.3,"0.01"
"""58a5f09e0b85524ee84eb25a""","-0.02","1.02","-0.04","16-02-2017 19:34:06","3.94",false,9.22226,868.3,45.44803,11,"001bc5067010162d",-115,1,,,,"20.48",113.8,"0.09"
"""58a5f1520b85524ee84eb25b""","-0.03","1.02","-0.04","16-02-2017 19:37:06","3.73",false,9.22222,868.1,45.44799,11,"001bc5067010162d",-111,0,,,,"20.48",97.5,"0.13"
"""58a5f2070b85524ee84eb25c""","-0.02","1.02","-0.03","16-02-2017 19:40:07","3.89",false,9.22227,867.9,45.44789,12,"001bc5067010162d",-119,7,,,,"19.84",135.1,"0.08"
"""58a5f2ba0b85524ee84eb25d""","-0.01","1.02","-0.02","16-02-2017 19:43:06","3.93",false,9.22228,867.1,45.44784,12,"001bc5067010162d",-120,3,,,,"19.84",129.9,"0.1"
"""58a5f3560b85524ee84eb25e""","0.69","0.31","0.62","16-02-2017 19:45:42","3.6",false,9.18321,868.1,45.49822,12,"001bc5067010163e",-117,0,,,,"12.16",114,"0"
